Date,Open,High,Low,Close,Volume,ema_20,ema_50,ema_100,rsi_14,rsi_change,macd,macd_signal,macd_hist,bb_percent,bb_width,obv,obv_slope,adx,plus_di,minus_di
2018-03-16,33468.16015625,34077.3203125,33119.921875,33176.0,65800,33721.39860499237,32372.137056311472,30586.069617460962,47.65089385417673,-1.1068717584166805,453.95957948186697,707.246645080267,-253.28706559839998,0.24528226296596425,9.305599995300664,15.452330341737534,-11.094390314766315,24.029561259269865,25.344690730542375,29.99969115756016
2018-03-23,33268.96875,33354.9296875,32483.83984375,32596.5390625,58800,33614.269124755,32380.937134985532,30625.880893600348,43.005243490493896,-4.645650363682833,314.22338703944115,628.6419934721017,-314.41860643266057,0.10622933259872593,9.959031485201063,15.44082201640504,-10.981914140544825,23.565887662265343,23.383102120977927,33.32941816634129
2018-03-30,32536.439453125,33371.0390625,32515.169921875,32968.6796875,43800,33552.784416445,32403.98586253512,30672.272948925092,46.60554776731146,3.6003042768175604,230.84900251002546,549.0833952796864,-318.234392769661,0.22658733758882715,10.149965750285373,15.449407104398379,10.687411927154141,23.11257664171462,21.75559958338749,30.80655781981889
2018-04-06,33030.87109375,33697.51171875,32972.55859375,33626.96875,50200,33559.84959106929,32451.945975769035,30730.781776669148,52.340714767926826,5.73516700061537,215.40952101250878,482.34862042625093,-266.93909941374216,0.412996626373027,10.061264074340002,15.459156835002155,10.823790225800138,22.2239879554915,23.251057709539545,28.806852275106753
2018-04-13,33653.609375,34313.140625,33578.91015625,34192.6484375,75200,33620.11614787221,32520.208817405546,30799.333591735107,56.64975110758747,4.3090363396606435,245.98369695020665,435.0756357310421,-189.09193878083545,0.5712117958819246,10.053366281360494,15.473586432509471,11.227919807721856,20.679558733969852,27.23762841192671,26.91166113913606
2018-04-20,33944.73046875,34591.80859375,33899.33984375,34415.578125,43500,33695.87443140819,32594.537025546506,30870.942394374015,58.25171697061792,1.6019658630304505,284.9181551982547,405.04413962448467,-120.12598442622999,0.6181248880362343,9.623977240785434,15.48183925954114,10.680539205318292,19.58134199561102,28.052202013000088,25.22604443205691
2018-04-27,34493.69140625,35065.37109375,34259.26953125,34969.69921875,51900,33817.1910778217,32687.680640966253,30952.105895846806,62.00970810602595,3.7579911354080267,356.37882192879624,395.311076085347,-38.932254156550755,0.7598028369178403,9.646746863307754,15.491597450450028,10.857093336791094,19.100544393788454,30.28696673323713,23.389452608130846
2018-05-04,35021.19921875,35357.1484375,34847.609375,34915.37890625,31100,33921.78039481487,32775.041357251896,31030.586549518153,61.42597882586542,-0.5837292801605258,403.97198236521945,397.0432573413215,6.928725023897925,0.7203299470883794,9.66558926922145,15.485761497994737,-10.344995251991222,18.966689719346938,31.560782043905732,22.284996492264742
2018-05-11,34983.58984375,35596.1484375,34977.73828125,35535.7890625,53500,34075.49550602298,32883.30597314398,31119.79848046829,65.42881139714069,4.00283257127527,486.14781018731446,414.8641679105201,71.28364227679435,0.8628821818184336,10.202683592766917,15.495779837482779,10.887455624298198,19.09319195472101,31.78641053891283,20.867242804557744
2018-05-18,35555.828125,35993.53125,34821.62109375,34848.30078125,52400,34149.09600842555,32960.3645930697,31193.63020919664,58.21922996134589,-7.209581435794803,490.1480652737155,429.9209473831592,60.22711789055626,0.6536094609758009,10.278007708779233,15.485968496385217,-10.866680954096502,19.610325032249545,32.010339595398676,18.665771395874213
