Date,Close,High,Low,Open,Volume,ema_20,ema_50,ema_100,rsi_14,rsi_change,macd,macd_signal,macd_hist,bb_percent,bb_width,obv,obv_slope,adx,plus_di,minus_di,label
2014-03-28,22339.9707,22363.9707,22185.10938,22273.43945,9200,21745.05558359857,21311.876188602157,20957.663969096968,77.0322738122585,2.145750423841264,330.21731188146805,302.390657364535,27.826654516933047,0.906832842972468,6.604400511630895,269600,9200.0,34.991011262200104,35.77083254200471,11.336397598292391,1
2014-03-31,22386.26953,22467.21094,22253.7793,22423.14063,11200,21806.123578493945,21354.009260813837,20985.95318812475,77.78574019635123,0.7534663840927323,340.5220885796771,310.0169436075634,30.50514497211367,0.9017308853391314,6.474823203021924,280800,11200.0,36.45307376670814,36.68795235205085,10.511300418890071,1
2014-01-04,22446.43945,22485.76953,22295.65039,22455.23047,11000,21867.106042446903,21396.84966038976,21014.87370816188,78.76090064113086,0.9751604447796324,349.5149176329214,317.916538412635,31.598379220286404,0.935249272667089,5.800213385017615,291800,11000.0,37.85598910454448,34.93063935262597,9.825295282736484,1
2014-02-04,22551.49023,22592.09961,22473.46094,22550.58008,15700,21932.28548888053,21442.12968272742,21045.30175809927,80.3802557734636,1.6193551323327426,360.9576246389333,326.5247556578948,34.43286898103861,0.9802997910804746,5.600028508783705,307500,15700.0,39.411900922146046,36.875792121959925,9.323255503642724,0
2014-03-04,22509.07031,22620.65039,22369.2793,22598.18945,7400,21987.217376606197,21483.970491640077,21074.28727397849,77.80070095001125,-2.579554823452355,362.4253060295269,333.70486573222115,28.72044029730569,0.9239034716076155,5.212940233264695,300100,-7400.0,39.96152038171772,33.67767846580839,12.10909733553355,0
2014-04-04,22359.5,22525.21094,22339.40039,22522.46094,7100,22022.67286454846,21518.304982163994,21099.737030929417,69.34983795111127,-8.450862998899979,347.51346123834446,336.46658483344584,11.046876404898626,0.7721517146654218,4.90921893429975,293000,-7100.0,40.22314098654598,31.502769914091427,12.365558644840146,0
2014-07-04,22343.44922,22481.61914,22197.50977,22355.56055,4700,22053.222993639083,21550.66357972619,21124.36499506943,68.49007128851395,-0.8597666625973233,330.58972049039585,335.2912119648359,-4.701491474440047,0.7340013450408222,4.98366613645706,288300,-4700.0,39.358214374315885,28.47475051001775,15.977398479011129,1
2014-09-04,22702.33984,22740.03906,22379.94922,22389.21094,8500,22115.043645673457,21595.82735463889,21155.61202170172,75.7341262083635,7.24405491984956,342.1924263945366,336.67145485077606,5.520971543760538,0.9761903614517176,5.4870199970889,296800,8500.0,39.452546069934165,33.10638616632124,13.960225846885804,1
2014-10-04,22715.33008,22792.49023,22644.42969,22729.46094,10900,22172.213782275987,21639.72942230011,21186.497527806638,75.94965012112647,0.2155239127629613,348.4194951639365,339.0210629134082,9.398432250528344,0.9254648359320188,5.795395899909415,307700,10900.0,39.696066532708,33.218416587766555,13.285840000748106,0
2014-11-04,22628.96094,22679.17969,22526.89063,22642.05078,9500,22215.713511583035,21678.52281515109,21215.061159731253,71.40840479849487,-4.541245322631596,342.43781428339935,339.70441318740643,2.7334010959929174,0.8216585182275461,5.902354701806015,298200,-9500.0,39.08987744641887,31.155561290371164,16.334262916960895,0
2014-04-15,22484.92969,22737.31055,22416.24023,22698.08984,8600,22241.353147622747,21710.14661416477,21240.20707122172,64.48397804866295,-6.924426749831923,322.35921457034783,336.23537346399473,-13.876158893646902,0.6907925699265263,5.7040910696814935,289600,-8600.0,37.81119398395891,27.9686211257571,18.188671377142448,0
2014-04-16,22277.23047,22533.60938,22247.39063,22486.73047,6700,22244.7700354682,21732.385196746545,21260.742188029213,56.04425131473412,-8.439726733928829,286.38590989977456,326.2654807511507,-39.87957085137612,0.5091273015690464,5.411561778173217,282900,-6700.0,35.65853812862308,25.46764408506389,21.83744580584556,1
2014-04-17,22628.83984,22648.68945,22312.18945,22327.75977,8500,22281.34811209028,21767.5402807957,21287.833230642493,64.51200607249672,8.467754757762599,282.9866504581624,317.609714692553,-34.623064234390654,0.774651556886731,5.268939979804623,291400,8500.0,34.15858127212619,26.08009758938814,19.41142991231741,1
2014-04-21,22764.83008,22795.58008,22636.75,22644.75,9100,22327.394013795965,21806.649684686065,21317.080693006006,67.14801113735311,2.6360050648563917,287.94671818387,311.6771153908164,-23.730397206946407,0.8566306543319842,5.170675410091681,300500,9100.0,33.33999895659066,29.2408242274988,18.422091264504587,0
2014-04-22,22758.36914,22853.0293,22727.63086,22771.24023,9000,22368.43926391064,21843.972016267,21345.621058293014,66.89378324330082,-0.2542278940522919,288.0359644284108,306.94888519833523,-18.912920769924423,0.8343909188734874,4.736173337413508,291500,-9000.0,32.790602666861176,29.89779419383577,17.69180039263574,1
2014-04-23,22876.53906,22912.51953,22780.13086,22783.65039,7200,22416.829720681053,21884.464841511435,21375.93626624761,69.19130319397094,2.2975199506701216,294.250085851585,304.4091253289852,-10.1590394774002,0.9353901368336875,4.262752522003015,298700,7200.0,32.49724175064723,30.331331769481743,16.809630392700008,0
2014-04-25,22688.07031,22939.31055,22656.64063,22892.5,7500,22442.66215775905,21915.97878145217,21401.919118599144,61.82225083959235,-7.369052354378589,280.7308780110361,299.6734758653954,-18.94259785435929,0.7183868003949896,4.005547408853719,291200,-7500.0,31.456194442662035,27.612367216496946,19.218981534341,0
