Date,Close,High,Low,Open,Volume,ema_20,ema_50,ema_100,rsi_14,rsi_change,macd,macd_signal,macd_hist,bb_percent,bb_width,obv,obv_slope,adx,plus_di,minus_di
2008-07-31,14355.75,14369.419921875,14161.759765625,14359.48046875,27800,14052.07266509276,14565.039697393378,15507.212876568365,52.55082934829979,0.6819245654518227,-19.5014523006721,-166.279465310898,146.7780130102259,0.7326190107131819,17.71479957079964,-180500,27800.0,24.596043415109474,28.018251115413882,28.50087847293391
2008-08-01,14656.6904296875,14682.330078125,14032.8701171875,14064.259765625,40200,14109.655309339878,14568.633843757854,15490.370847917258,55.530020653149016,2.9791913048492233,26.93590092233717,-127.63639206425097,154.57229298658814,0.8192004913789693,18.301540546371964,-140300,40200.0,23.35904894725847,29.899062220635177,25.842149462604553
2008-08-04,14577.8701171875,14725.9404296875,14503.509765625,14594.6396484375,24800,14154.247195801558,14568.996050559017,15472.301526516669,54.56371177218844,-0.9663088809605753,56.72382053099136,-90.7643495452025,147.48817007619385,0.7613253936040618,18.65242470499523,-165100,-24800.0,22.289605024491927,29.55670083832645,24.98258172905118
2008-08-05,14961.0703125,14986.6298828125,14529.2099609375,14562.6796875,35600,14231.08749262998,14584.371511811605,15462.1781361401,58.35769294077588,3.793981168587436,109.98418542844593,-50.614642550472816,160.59882797891873,0.8633778078726232,19.293565004037692,-129500,35600.0,21.764262857863326,31.43899000074894,23.2685241412156
2008-08-06,15073.5400390625,15422.8203125,15035.599609375,15263.650390625,32600,14311.321068480698,14603.55459131164,15454.482332237574,59.428492228910216,1.0707992881343387,159.43095451345107,-8.605523137688039,168.0364776511391,0.8626057654205707,20.378273156560663,-96900,32600.0,21.96970646438994,35.81360850546688,21.65345262341549
2008-08-07,15117.25,15280.0595703125,14992.9697265625,15031.8603515625,25800,14388.07620481587,14623.69950929942,15447.804464272473,59.86048342077264,0.43199119186242285,199.841258178898,33.08383312562917,166.75742505326883,0.8395079438698434,21.341725367237547,-71100,25800.0,22.054832057015012,34.22309342476321,21.3512593017741
2008-08-08,15167.8203125,15228.8203125,14888.1201171875,15036.5703125,21000,14462.337548404836,14645.03758001317,15442.260223643314,60.3860190141103,0.5255355933376649,233.25845825092802,73.11875815068893,160.13970010023908,0.8195543282474003,21.781057103002095,-50100,21000.0,21.865802519485722,32.38497890796099,21.857392452797576
2008-08-11,15503.919921875,15520.7099609375,15367.9697265625,15430.3095703125,26200,14561.535869687708,14678.71924047834,15443.481207766712,63.78018644286153,3.3941674287512242,283.5931740609103,115.21364133273322,168.37953272817708,0.8807543850895625,22.321171153919988,-23900,26200.0,22.172156437810173,35.22979997658545,20.62191851481696
2008-08-12,15212.1298828125,15579.7802734375,15124.91015625,15577.2001953125,27000,14623.497204271021,14699.637304883601,15438.899993411182,59.04986332636304,-4.730323116498489,296.5206756499465,151.4750481961759,145.0456274537706,0.7727358779168062,20.241411962003017,-50900,-27000.0,21.8274163828539,32.66665552680829,23.009230159139367
2008-08-13,15093.1201171875,15272.5595703125,15013.0595703125,15030.2099609375,19200,14668.223195977353,14715.068003405322,15432.052867149325,57.18692453827222,-1.8629387880908155,293.77625056984834,179.93528867091038,113.84096189893796,0.7264868344608366,16.72888550001172,-70100,-19200.0,21.226953246220752,31.2689649125573,23.86894346397767
2008-08-14,14724.1796875,15033.2802734375,14686.66015625,15017.6796875,22000,14673.552385646177,14715.425324350212,15418.035576463199,51.737581535068884,-5.449343003203339,258.8470370924788,195.7176383552241,63.12939873725469,0.5494663592679353,14.022017548368385,-92100,-22000.0,19.898811184382602,29.16411890281101,27.667755882939403
2008-08-18,14645.66015625,14824.919921875,14600.650390625,14681.1396484375,19600,14670.895982846541,14712.689435405106,15402.7410136867,50.631781137985826,-1.1058003970830583,222.267354102034,201.0275815045861,21.23977259744791,0.48499264604101006,12.536593815819398,-111700,-19600.0,18.482071901259676,28.04246170816779,28.0786380541233
2008-08-19,14543.73046875,14604.1103515625,14368.7197265625,14517.759765625,17600,14658.784981504014,14706.063593575494,15385.730903885975,49.16280431643971,-1.4689768215461143,182.94395384909876,197.41085597348865,-14.46690212438989,0.4024821492474344,11.449630701824637,-129300,-17600.0,17.672710440553047,26.677988128336022,30.78734034826321
2008-08-20,14678.23046875,14746.2001953125,14584.0302734375,14610.5703125,18400,14660.636932670297,14704.972098484299,15371.720994279323,51.17575684342584,2.012952526986126,160.77953537344547,190.08459185348005,-29.30505648003458,0.4632832883187393,10.797296887390722,-110900,18400.0,16.579090262122612,28.28298088977561,29.651407327806982
2008-08-21,14243.73046875,14646.98046875,14201.1796875,14646.98046875,19400,14620.931555154077,14686.884191435896,15349.384548229238,44.979633690829644,-6.1961231525961935,106.92103616461827,173.45188071570772,-66.53084455108944,0.21985988419031693,11.120308307744917,-130300,-19400.0,16.364213177920515,25.861793570058722,33.98325159166823
2008-08-22,14401.490234375,14428.51953125,14136.8603515625,14153.3896484375,20400,14600.032381746545,14675.692271551155,15330.614363796481,47.466668507332386,2.4870348165027423,76.09055756181078,153.97961608492832,-77.88905852311754,0.3298016575390756,11.262801222453973,-109900,20400.0,16.290299350985144,24.48190462804553,33.346693009119505
2008-08-25,14450.349609375,14672.6904296875,14416.2001953125,14643.3701171875,17000,14585.776879615922,14666.855304406994,15313.183378560412,48.246913484837094,0.780244977504708,54.96610928255177,134.176914724453,-79.21080544190124,0.35154920786702964,11.066955773644374,-92900,17000.0,15.589027273954326,27.806676298228933,31.65535017774996
2008-08-26,14482.2197265625,14495.26953125,14286.3798828125,14338.26953125,18800,14575.914293610835,14659.614693511132,15296.728652778276,48.78128725724196,0.5343737724048623,40.33156673931444,115.4078451274253,-75.07627838811086,0.3655352362600322,10.936748169365824,-74100,18800.0,15.219229786603247,26.684032600751078,32.886426906051355
2008-08-27,14296.7900390625,14563.099609375,14261.6904296875,14563.099609375,15600,14549.331031272899,14645.386275689616,15276.927888150241,45.81702865668683,-2.9642586005551266,13.614026236900827,95.04908134932042,-81.43505511241959,0.20151686342207326,9.712653212086124,-89700,-15600.0,14.69326064479377,26.437293263134976,30.94505660217563
2008-08-28,14048.33984375,14347.1904296875,14002.4296875,14289.9697265625,18800,14501.617584842148,14621.972690123357,15252.599412023505,42.12357374995862,-3.6934549067282134,-27.293054138774096,70.58065425170152,-97.87370839047561,0.058276308384532786,10.207799610459602,-108500,-18800.0,14.777507913120767,24.645163659672125,33.94502102989868
2008-08-29,14564.5302734375,14586.16015625,14279.01953125,14279.01953125,32400,14507.609269470277,14619.720046331755,15238.974280566357,50.96750162649605,8.843927876537435,-17.854144895201898,52.89369442232084,-70.74783931752273,0.3929986410053521,10.004698001952654,-76100,32400.0,14.197754376683795,26.668255469785468,30.47451140140023
2008-09-01,14498.509765625,14547.41015625,14281.099609375,14412.990234375,14800,14506.742650056442,14614.966701990314,15224.311616904151,49.91688431834467,-1.0506173081513808,-15.522115257555924,39.21053248634549,-54.73264774390142,0.3547313482102658,10.09182423874554,-90900,-14800.0,13.65941180713518,25.205706667988782,28.80321872213387
2008-09-02,15049.8603515625,15106.150390625,14543.2099609375,14609.4404296875,25700,14558.468145437972,14632.021354914714,15220.857136402336,57.749650689486124,7.832766371141453,30.464246616042146,37.461275312284826,-6.99702869624268,0.7070438658553221,10.226100314604118,-65200,25700.0,13.559076320939669,32.70729151339568,25.566058542821928
2008-09-04,14899.099609375,14994.150390625,14766.009765625,14895.849609375,19800,14590.909237241498,14642.495011952373,15214.485700223577,55.20713213263044,-2.5425185568556827,54.11977866027337,40.792975981882535,13.326802678390834,0.6095307843434464,10.184890656205228,-85000,-19800.0,13.465907655186694,30.957002578900095,24.197923570598974
2008-09-05,14483.830078125,14601.3896484375,14438.58984375,14569.009765625,23200,14580.711222087546,14636.272857684633,15200.017272063207,48.829966716907116,-6.377165415723326,38.909651374013265,40.416311060308686,-1.5066596862954214,0.35061569693298733,10.07903906866239,-108200,-23200.0,12.516940861659267,28.310086933240587,28.20814356205357
2008-09-08,14944.9697265625,15107.009765625,14917.0595703125,15038.0595703125,23400,14615.402508228017,14648.37861724847,15194.966825617648,55.040652712030656,6.210685995123541,63.335538972394716,45.0001566427259,18.335382329668818,0.6711397804934575,9.873824504210033,-84800,23400.0,12.717642105110924,34.16314581146452,25.082681130948696
2008-09-09,14900.759765625,14998.3203125,14714.919921875,14814.330078125,19800,14642.579389884871,14658.275917184805,15189.140943241557,54.35945788651832,-0.6811948255123355,78.2241373411016,51.64495278240104,26.579184558700554,0.6554031324779226,9.531279076506408,-104600,-19800.0,12.398854146881538,32.40473597784239,27.46289602661292
2008-09-10,14662.6103515625,14866.3203125,14609.830078125,14717.5302734375,22800,14644.487100520837,14658.445895003539,15178.714594891475,50.71808869670297,-3.64136918981535,69.99987639603205,55.315937505127245,14.683938890904805,0.5181418582883605,8.057911607943193,-127400,-22800.0,11.84616798850691,30.660087566072892,27.929100261470534
2008-09-11,14324.2900390625,14557.330078125,14265.3798828125,14557.330078125,22800,14613.99214228671,14645.341743790166,15161.795296756249,46.0035009890082,-4.714587707694768,35.77013276218895,51.40677655653959,-15.63664379435064,0.24911260742875857,7.441652830465693,-150200,-22800.0,11.45111879585727,28.410909860498947,32.24139352027617
2008-09-12,14000.8095703125,14433.2001953125,13933.8701171875,14433.2001953125,26800,14555.59380209869,14620.06597228124,15138.805480391027,41.98486832447497,-4.018632664533236,-17.260389047940407,37.673343435643595,-54.933732483584,0.009712728167046311,7.593280883330837,-177000,-26800.0,11.740381480555383,25.844379818719148,35.32632644128842
2008-09-15,13531.26953125,13592.0498046875,13150.8095703125,13592.0498046875,24000,14458.03910963691,14577.368072632957,15106.973085358532,36.94057504230549,-5.044293282169477,-96.06800453325377,10.925073841864123,-106.99307837511789,-0.18061968699551795,9.650742866298899,-201000,-24000.0,13.213825340528851,22.172476085589725,43.39610483071192
2008-09-16,13518.7998046875,13556.0302734375,13051.73046875,13051.73046875,33600,14368.587747260775,14535.855591537058,15075.52410950366,36.81407507616924,-0.12649996613625092,-157.71180676709264,-22.80230227992723,-134.9095044871654,-0.06012235505482076,11.229720339288217,-234600,-33600.0,14.709944357528485,20.327215829733323,41.419621541598
2008-09-17,13262.900390625,13620.740234375,13127.9599609375,13620.740234375,30400,14263.28418948594,14485.935779736585,15039.630570515963,34.22398771079432,-2.59008736537492,-224.62457594369516,-63.16675701268082,-161.45781893101434,-0.07693179279409626,13.266595802507473,-265000,-30400.0,15.923981318495962,19.747787063450282,38.08429364913521
2008-09-18,13315.599609375,13346.7900390625,12558.1396484375,12712.8203125,48000,14173.028515189659,14440.040243643974,15005.491343562675,35.23455088945626,1.0105631786619398,-270.28535968953656,-104.59047754805198,-165.69488214148458,0.031009432611597255,14.595346817679525,-217000,48000.0,17.772144503423345,17.341074111022188,42.24847036356638
2008-09-19,14042.3203125,14097.4404296875,13674.9599609375,13763.830078125,47400,14160.5801149335,14424.443383599113,14986.418649878266,47.26637772086032,12.03182683140406,-245.00728106802308,-132.6738382520462,-112.33344281597687,0.38479325061615244,14.684354069811842,-169600,47400.0,17.732959071126807,26.398584328992094,37.38425205763893
2008-09-22,13994.9599609375,14215.330078125,13917.48046875,14215.330078125,35800,14144.806766933882,14407.600896435913,14966.785804552705,46.65803722877494,-0.6083404920853823,-226.18844659098795,-151.37675991983457,-74.81168667115338,0.37261442570772635,14.787209985969902,-205400,-35800.0,17.458132004513644,26.993139053470998,35.69804880034052
2008-09-23,13570.3095703125,13978.259765625,13543.4697265625,13721.419921875,29600,14090.092748208035,14374.76594247029,14939.132809815274,41.500429704813186,-5.157607523961751,-242.74194422617802,-169.64979678110325,-73.09214744507477,0.2028295862063414,15.366356103611603,-235000,-29600.0,17.748331842803232,25.141928472949303,38.931023435977224
2008-09-24,13692.51953125,13840.8095703125,13592.7900390625,13636.7099609375,40200,14052.22863230727,14348.011181245965,14914.447398358536,43.438210845002125,1.9377811401889389,-243.19597603963302,-184.3590326328092,-58.83694340682382,0.2800810242891666,15.636900197404355,-194800,40200.0,18.017803121214993,24.076558545933977,37.281351190618494
2008-09-25,13547.1796875,13716.8798828125,13430.6796875,13716.8798828125,36600,14004.128732801815,14316.606024628476,14887.372790222724,41.6703738712462,-1.7678369737559265,-252.37429646567762,-197.9620853993829,-54.41221106629473,0.2389527595240038,16.129709791677,-231400,-36600.0,18.507218643600734,22.96762559919359,38.1730893341185
2008-09-26,13102.1796875,13486.2001953125,13054.419921875,13486.2001953125,29000,13918.22882372545,14268.981462388145,14852.022431752966,36.74010421695561,-4.930269654290591,-292.1878033924586,-216.80722899799804,-75.38057439446055,0.09544019837671397,17.416921289242808,-260400,-29000.0,19.478875343560656,21.160505897096872,41.17749513831349
2008-09-29,12595.75,13109.9599609375,12402.83984375,13109.9599609375,37000,13792.278459561123,14203.364542294494,14807.343769738056,32.087248525457724,-4.652855691497884,-360.4498958177992,-245.5357623619583,-114.9141334558409,-0.01181264487680503,19.559111136173208,-297400,-37000.0,21.119925590541325,18.866451647025933,46.70305295128556
