Date,Open,High,Low,Close,Volume,ema_20,ema_50,ema_100,rsi_14,rsi_change,macd,macd_signal,macd_hist,bb_percent,bb_width,obv,obv_slope,adx,plus_di,minus_di,future_4w_return,predicted_return,risk_flag,buy_hold_return,strategy_return,buy_hold_equity,strategy_equity
2022-11-11,54544.91016,61840.96875,53519.30078,61795.03906,1000000.0,58380.955515699694,57092.13286827994,54027.77110113807,56.91367776264497,4.682748320501091,736.4470073922348,484.9521388495967,251.49486854263813,0.8817308046139861,15.537978406081512,-84.03885062010613,52.63117650336948,15.128245197812062,17.71508886479074,21.38819559802065,-0.027185194403209212,-0.026691972233769293,True,-0.027185194403209212,0.0,0.9728148055967908,1.0
2022-11-18,61765.85938,62052.57031,61337.42969,61663.48047,1000000.0,58693.57693991877,57271.401401680734,54178.9732668581,56.63577656755274,-0.2779011950922339,905.2898291797756,569.0196769156324,336.2701522641431,0.8421037408791932,16.171226657110907,-84.03885062010615,-51.38250352012564,14.65041702010878,17.851650656244036,21.14220601945073,-0.005281438503271674,-0.013099094693555217,True,-0.005281438503271674,0.0,0.9676769440259592,1.0
2022-11-25,61456.32813,62447.73047,61059.32813,62293.64063,1000000.0,59036.44014849793,57468.35195965404,54339.65974929655,57.70119038573262,1.0654138181798842,1077.5265846067268,670.7210584538514,406.8055261528755,0.8769165078891717,15.588283655568503,-84.03885062010615,0.0,14.073117581537309,18.10078911555295,20.645748863257747,-0.0393033951016325,-0.014219082524870408,True,-0.0393033951016325,0.0,0.9296439547641666,1.0
2022-12-02,62016.35156,63303.01172,60850.92969,61150.03906,1000000.0,59237.735282926704,57612.73184594211,54474.51874554811,55.05749342998861,-2.6436969557440197,1108.9629306009738,758.3694328832759,350.5934977176979,0.7399954659912159,13.680386655760632,-84.03885062010615,0.0,13.242843599734826,18.81813137046019,19.7630943236079,-0.005058063490303244,-0.01573437885982679,True,-0.005058063490303244,0.0,0.9249417566175928,1.0
2022-12-09,58743.5,60284.55078,52702.30078,60115.12891,1000000.0,59321.296580743205,57710.86506414045,54586.21399632933,52.704155244953775,-2.353338185034829,1038.397857170814,814.3751177407835,224.02273943003047,0.5930074669810147,12.792156852469205,-84.03885062010615,-50.39210481609776,14.45047710637118,16.241888602252747,30.262969798071243,0.038482994080632826,-0.02661513708584379,True,0.038482994080632826,0.0,0.9605362847624378,1.0
2022-12-16,57312.48828,62835.10938,57085.92188,61337.80859,1000000.0,59513.34534352957,57853.09814358593,54719.90893877826,55.143579043755416,2.4394237988016414,1068.8139381338406,865.262881819395,203.55105631444556,0.7296886193101374,12.71942642951012,-84.03885062010373,57.29027585105492,14.759753772730472,18.80625615995458,27.503365368261584,-0.01755245133057337,-0.01627863252102428,True,-0.01755245133057337,0.0,0.9436765183728953,1.0
2022-12-23,61405.80078,62006.46094,59765.55859,59845.28906,1000000.0,59544.95903081247,57931.22327756295,54821.40161444601,51.64203473356606,-3.5015443101893595,961.4025981688756,884.4908250892912,76.91177307958435,0.5301630268149197,12.71796965763656,-84.03885062010373,0.0,15.046939248635526,18.11294913721379,26.489432760057248,0.012974796883703066,-0.027667703321861553,True,0.012974796883703066,0.0,0.9559205295227038,1.0
2022-12-30,59755.07813,61392.67969,59754.10156,60840.73828,1000000.0,59668.36657835414,58045.3219051095,54940.596399902526,53.751377925548645,2.109343191982589,945.7013140576528,896.7329228829635,48.96839117468926,0.6824833928998674,12.06492082817487,-84.03885062010373,50.2250507314346,15.316250446415271,17.601958262857803,25.76185545456507,-0.02481626427758732,-0.026193749229774025,True,-0.02481626427758732,0.0,0.9321981530336971,1.0
2023-01-06,60001.17188,62762.41016,58816.83984,62428.53906,1000000.0,59931.240148034696,58217.21277392874,55088.87249218168,56.97512131595798,3.223743390409332,1049.284685719147,927.2432754502004,122.04141026894683,0.8623633153647804,12.761689819878312,-84.03885062010373,0.0,15.096774267853306,18.76858548331025,24.00568978307789,-0.056371453713144115,-0.02071402928036161,True,-0.056371453713144115,0.0,0.8796487879984797,1.0
2023-01-13,66532.97656,67564.32813,59628.42969,60261.17969,1000000.0,59962.6629615552,58297.36833926487,55191.29441689095,51.67969190967299,-5.295429406284988,945.58732419218,930.9120851985964,14.675238993583662,0.5685796440732704,12.706882472304445,-84.03885062010373,-50.71752721653239,14.529198064459877,24.13892031531745,20.917096385761397,0.09162783716489842,-0.0011894787279600886,False,0.09162783716489842,0.09162783716489842,0.9602491039075046,1.0916278371648984
